system,requests,avg_latency_ms,median_latency_ms,p95_latency_ms,max_latency_ms,avg_model_ms,avg_total_ms,p95_total_ms
worker_1,140,0.5876115390232631,0.08392333984375,3.5644650459289293,9.891986846923828,1.3059071132114954,1946.4561990329198,2296.289157867431
