scenario,requests,avg_total_ms,median_total_ms,p95_total_ms,avg_model_ms,avg_latency_ms,avg_scheduler_network_overhead_ms
1 worker,30,151.91016197204593,120.54765224456787,438.47112655639637,13.12718391418456,1.3428449630737305,137.44013309478763
2 workers,23,309.5276044762653,122.7118968963623,253.6693572998046,12.122869491577148,1.4463092969811482,295.958425687707
